?x	?p	?label
<http://iec.ch/TC57/CIM100#ExcST7BUELselectorKind.outputHVgate>	<http://www.w3.org/2004/02/skos/core#definition>	"\nThe signal is connected into the output <i>HVGate</i>.  Corresponds to <i>UELin</i> = 3 on the ExcST7B diagram.\n\n\t"@en
<http://iec.ch/TC57/CIM100#ExcitationSystemUserDefined>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation system function block whose dynamic behaviour is described by <font color=\"#0f0f0f\">a user-defined model.</font>"@en
<http://iec.ch/TC57/CIM100#GovCT1>	<http://www.w3.org/2004/02/skos/core#definition>	"\nGeneral model for any prime mover with a PID governor, used primarily for combustion turbine and combined cycle units.\nThis model can be used to represent a variety of prime movers controlled by PID governors.  It is suitable, for example, for the representation of: \n<ul>\n<li>gas turbine and single shaft combined cycle turbines</li>\n</ul>\n<ul>\n<li>diesel engines with modern electronic or digital governors  </li>\n</ul>\n<ul>\n<li>steam turbines where steam is supplied from a large boiler drum or a large header whose pressure is substantially constant over the period under study</li>\n<li>simple hydro turbines in dam configurations where the water column length is short and water inertia effects are minimal.</li>\n</ul>\nAdditional information on this model is available in the 2012 IEEE report, <i><u>Dynamic Models for Turbine-Governors in Power System Studies</u></i>, 3.1.2.3 pages 3-4 (GGOV1).\n\t"@en
<http://iec.ch/TC57/CIM100#TurbineGovernorDynamics>	<http://www.w3.org/2004/02/skos/core#definition>	"Turbine-governor function block whose behaviour is described by reference to a standard model <font color=\"#0f0f0f\">or by definition of a user-defined model.</font>"@en
<http://iec.ch/TC57/CIM100#GovCT2>	<http://www.w3.org/2004/02/skos/core#definition>	"General governor with frequency-dependent fuel flow limit.  This model is a modification of the GovCT1<b> </b>model in order to represent the frequency-dependent fuel flow limit of a specific gas turbine manufacturer."@en
<http://iec.ch/TC57/CIM100#GovHydroIEEE0>	<http://www.w3.org/2004/02/skos/core#definition>	"\nIEEE simplified hydro governor-turbine model.  Used for mechanical-hydraulic and electro-hydraulic turbine governors, with or without steam feedback. Typical values given are for mechanical-hydraulic turbine-governor.\nRef<font color=\"#0f0f0f\">erence: IEEE Transactions on Power Apparatus and Systems, November/December 1973, Volume PAS-92, Number 6, <i><u>Dynamic Models for Steam and Hydro Turbines in Power System Studies</u></i>, page 1904.</font>\n\t"@en
<http://iec.ch/TC57/CIM100#GovHydroIEEE2>	<http://www.w3.org/2004/02/skos/core#definition>	"\nIEEE hydro turbine governor model represents plants with straightforward penstock configurations and hydraulic-dashpot governors.\nRef<font color=\"#0f0f0f\">erence: IEEE Transactions on Power Apparatus and Systems, November/December 1973, Volume PAS-92, Number 6, <i><u>Dynamic Models for Steam and Hydro Turbines in Power System Studies</u></i>, page 1904.</font>\n\t"@en
<http://iec.ch/TC57/CIM100#GovHydroPID2>	<http://www.w3.org/2004/02/skos/core#definition>	"\nHydro turbine and governor. Represents plants with straightforward penstock configurations and \"three term\" electro-hydraulic governors (i.e. Woodward<sup>TM</sup> electronic).\n[Footnote: Woodward electronic governors are an example of suitable products available commercially. This information is given for the convenience of users of this document and does not constitute an endorsement by IEC of these products.] \n\n\t"@en
<http://iec.ch/TC57/CIM100#GovHydroWEH>	<http://www.w3.org/2004/02/skos/core#definition>	"\nWoodward<sup>TM </sup>electric hydro governor. \n[Footnote: Woodward electric hydro governors are an example of suitable products available commercially. This information is given for the convenience of users of this document and does not constitute an endorsement by IEC of these products.]\n\t"@en
<http://iec.ch/TC57/CIM100#GovHydroWPID>	<http://www.w3.org/2004/02/skos/core#definition>	"\nWoodward<sup>TM</sup> PID hydro governor.\n[Footnote: Woodward PID hydro governors are an example of suitable products available commercially. This information is given for the convenience of users of this document and does not constitute an endorsement by IEC of these products.]\n\t"@en
<http://iec.ch/TC57/CIM100#GovSteamIEEE1>	<http://www.w3.org/2004/02/skos/core#definition>	"\nIEEE steam turbine governor model.\nRef<font color=\"#0f0f0f\">erence: IEEE Transactions on Power Apparatus and Systems, November/December 1973, Volume PAS-92, Number 6, <i><u>Dynamic Models for Steam and Hydro Turbines in Power System Studies</u></i>, page 1904.</font>\n\t"@en
<http://iec.ch/TC57/CIM100#InputSignalKind>	<http://www.w3.org/2004/02/skos/core#definition>	"Types of input signals.  In dynamics modelling, commonly represented by the <i>j</i> parameter."@en
<http://iec.ch/TC57/CIM100#InputSignalKind.busFrequency>	<http://www.w3.org/2004/02/skos/core#definition>	"Input signal is bus voltage fr<font color=\"#0f0f0f\">equency.  This could be a terminal frequency or remote frequency.</font>"@en
<http://iec.ch/TC57/CIM100#InputSignalKind.busFrequencyDeviation>	<http://www.w3.org/2004/02/skos/core#definition>	"Input signal is deviation of bus voltage frequ<font color=\"#0f0f0f\">ency.  This could be a terminal frequency deviation or remote frequency deviation.</font>"@en
<http://iec.ch/TC57/CIM100#InputSignalKind.generatorElectricalPower>	<http://www.w3.org/2004/02/skos/core#definition>	"Input signal is generator electrical power on rated <i>S</i>."@en
<http://iec.ch/TC57/CIM100#InputSignalKind.busVoltage>	<http://www.w3.org/2004/02/skos/core#definition>	"Input signal <font color=\"#0f0f0f\">is bus voltage.  This could be a terminal voltage or remote voltage.</font>"@en
<http://iec.ch/TC57/CIM100#InputSignalKind.busVoltageDerivative>	<http://www.w3.org/2004/02/skos/core#definition>	"Input signal is derivative of bus voltag<font color=\"#0f0f0f\">e.  This could be a terminal voltage derivative or remote voltage derivative.</font>"@en
<http://iec.ch/TC57/CIM100#LoadDynamics>	<http://www.w3.org/2004/02/skos/core#definition>	"\nLoad whose behaviour is described by reference to a standard model <font color=\"#0f0f0f\">or by definition of a user-defined model.</font>\nA standard feature of dynamic load behaviour modelling is the ability to associate the same behaviour to multiple energy consumers by means of a single load definition.  The load model is always applied to individual bus loads (energy consumers).\n\t"@en
<http://iec.ch/TC57/CIM100#LoadMotor>	<http://www.w3.org/2004/02/skos/core#definition>	"\nAggregate induction motor load. This model is used to represent a fraction of an ordinary load as \"induction motor load\".  It allows a load that is treated as an ordinary constant power in power flow analysis to be represented by an induction motor in dynamic simulation. This model is intended for representation of aggregations of many motors dispersed through a load represented at a high voltage bus but where there is no information on the characteristics of individual motors.\nEither a \"one-cage\" or \"two-cage\" model of the induction machine can be modelled. Magnetic saturation is not modelled.\nThis model treats a fraction of the constant power part of a load as a motor. During initialisation, the initial power drawn by the motor is set equal to <i>Pfrac</i> times the constant <i>P</i> part of the static load.  The remainder of the load is left as a static load.\nThe reactive power demand of the motor is calculated during initialisation as a function of voltage at the load bus. This reactive power demand can be less than or greater than the constant <i>Q</i> component of the load.  If the motor's reactive demand is greater than the constant <i>Q</i> component of the load, the model inserts a shunt capacitor at the terminal of the motor to bring its reactive demand down to equal the constant <i>Q</i> reactive load.  \nIf an induction motor load model and a static load model are both present for a load, the motor <i>Pfrac</i> is assumed to be subtracted from the power flow constant <i>P</i> load before the static load model is applied.  The remainder of the load, if any, is then represented by the static load model.\n\t"@en
<http://iec.ch/TC57/CIM100#MechanicalLoadDynamics>	<http://www.w3.org/2004/02/skos/core#definition>	"Mechanical load function block whose behaviour is described by reference to a standard model <font color=\"#0f0f0f\">or by definition of a user-defined model.</font>"@en
<http://iec.ch/TC57/CIM100#MechanicalLoadUserDefined>	<http://www.w3.org/2004/02/skos/core#definition>	"Mechanical load function block whose dynamic behaviour is described by <font color=\"#0f0f0f\">a user-defined model.</font>"@en
<http://iec.ch/TC57/CIM100#OverexcLim2>	<http://www.w3.org/2004/02/skos/core#definition>	"\nDifferent from LimIEEEOEL, LimOEL2 has a fixed pickup threshold and reduces the excitation set-point by means of a non-windup integral regulator.\n<i>Irated</i> is the rated machine excitation current (calculated from nameplate conditions: <i>V</i><i><sub>nom</sub></i>, <i>P</i><i><sub>nom</sub></i>, <i>CosPhi</i><i><sub>nom</sub></i>).\n\t"@en
<http://iec.ch/TC57/CIM100#OverexcitationLimiterDynamics>	<http://www.w3.org/2004/02/skos/core#definition>	"Overexcitation limiter function block whose behaviour is described by reference to a standard model <font color=\"#0f0f0f\">or by definition of a user-defined model.</font>"@en
<http://iec.ch/TC57/CIM100#OverexcitationLimiterUserDefined>	<http://www.w3.org/2004/02/skos/core#definition>	"Overexcitation limiter system function block whose dynamic behaviour is described by <font color=\"#0f0f0f\">a user-defined model.</font>"@en
<http://iec.ch/TC57/CIM100#PFVArControllerType1Dynamics>	<http://www.w3.org/2004/02/skos/core#definition>	"Power factor or VAr controller type 1 function block whose behaviour is described by reference to a standard model <font color=\"#0f0f0f\">or by definition of a user-defined model.</font>"@en
<http://iec.ch/TC57/CIM100#PFVArControllerType1UserDefined>	<http://www.w3.org/2004/02/skos/core#definition>	"Power factor or VAr controller type 1 function block whose dynamic behaviour is described by <font color=\"#0f0f0f\">a user-defined model.</font>"@en
<http://iec.ch/TC57/CIM100#PFVArControllerType2Dynamics>	<http://www.w3.org/2004/02/skos/core#definition>	"Power factor or VAr controller type 2 function block whose behaviour is described by reference to a standard model <font color=\"#0f0f0f\">or by definition of a user-defined model.</font>"@en
<http://iec.ch/TC57/CIM100#PFVArControllerType2UserDefined>	<http://www.w3.org/2004/02/skos/core#definition>	"Power factor or VAr controller type 2 function block whose dynamic behaviour is described by <font color=\"#0f0f0f\">a user-defined model.</font>"@en
<http://iec.ch/TC57/CIM100#PowerSystemStabilizerDynamics>	<http://www.w3.org/2004/02/skos/core#definition>	"Power system stabilizer function block whose behaviour is described by reference to a standard model <font color=\"#0f0f0f\">or by definition of a user-defined model.</font>"@en
<http://iec.ch/TC57/CIM100#PowerSystemStabilizerUserDefined>	<http://www.w3.org/2004/02/skos/core#definition>	"<font color=\"#0f0f0f\">Power system stabilizer</font> function block whose dynamic behaviour is described by <font color=\"#0f0f0f\">a user-defined model.</font>"@en
<http://iec.ch/TC57/CIM100#PssIEEE4B>	<http://www.w3.org/2004/02/skos/core#definition>	"\nIEEE 421.5-2005 type PSS4B power system stabilizer. The PSS4B model represents a structure based on multiple working frequency bands. Three separate bands, respectively dedicated to the low-, intermediate- and high-frequency modes of oscillations, are used in this delta omega (speed input) PSS.\nThere is an error in the in IEEE 421.5-2005 PSS4B model: the <i>Pe</i> input should read –<i>Pe</i>. This implies that the input <i>Pe</i> needs to be multiplied by -1.\nReference: IEEE 4B 421.5-2005, 8.4. \nParameter details:\nThis model has 2 input signals. They have the following fixed types (expressed in terms of InputSignalKind values): the first one is of rotorAngleFrequencyDeviation type and the second one is of generatorElectricalPower type.\n\n\t"@en
